wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q20966622,Gordon Lyons,Gordon Lyons,male,1986-03-06,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q24321850,Minister for the Economy,2021-07-06,Q20966622-2D0464B6-C51D-42C0-845B-E8E37F03196A
Q21130106,Gary Middleton,Gary Middleton,male,1990-06-20,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q6313365,junior Minister,2021-06-17,Q21130106-688652C7-C315-4192-A6A4-0BEED96D6146
Q24052777,Declan Kearney,Declan Kearney,male,1964-12-19,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q6313365,junior Minister,2020-01-11,Q24052777-8B1E5E63-C099-41DB-A90A-C169D6C90C0C
Q5346750,Edwin Poots,Edwin Poots,male,1965-05-27,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q24321961,"Minister of Agriculture, Environment and Rural Affairs",2020-01-11,Q5346750-09F16483-C791-4C50-9314-879607058887
Q55069282,Deirdre Hargey,Deirdre Hargey,female,,,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q24321666,Minister for Communities,2020-01-09,Q55069282-379689E9-5764-4BE9-835C-850D4F6590D0
Q578710,Conor Murphy,Conor Murphy,male,1963-07-10,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q24323272,Minister of Finance,2020-01-11,Q578710-37EF769F-BA9B-4860-8061-1DB1579EEAC0
Q6250866,John O'Dowd,John O'Dowd,male,1967-05-10,11,,,Q24323878,Minister for Infrastructure,2022-05-16,Q6250866-4B06CC0C-80F6-40CB-A4D7-D8623B393E7D
Q6837153,Michelle McIlveen,Michelle McIlveen,female,1971-01-21,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q6866109,Minister of Education,2021-06-14,Q6837153-21F85CCA-98A2-4A7E-BD4C-BD3B433D2044
Q695272,Naomi Long,Naomi Long,female,1971-12-13,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q24324044,Minister of Justice,2020-01-11,Q695272-21116337-8E13-4DD9-9AC6-644B3586A63D
Q7352813,Robin Swann,Robin Swann,male,1971-09-24,11,http://aims.niassembly.gov.uk/mlas/ministers.aspx,2021-08-14,Q89429623,Minister of Health,2020-01-11,Q7352813-c4a98ffb-41b2-606b-5f46-c098ed76abcd
